Name of Facebook Group,Group URL,Number of followers (nearest 1000)
FREE OBITUARY LOOK UPS,"http://www.facebook.com/groups/freeobituarylookups
",117100.0
FREE Worldwide Genealogy Look Up Exchange,"http://www.facebook.com/groups/957091804329747
",5200.0
"From Shrubs to Trees - A ""Pay It Forward"" Genealogy Group","http://www.facebook.com/groups/1650356598425996
",5800.0
Genealogical Translations,"http://www.facebook.com/groups/GenealogicalTranslations
",13500.0
(Genealogy) I need your Help,"http://www.facebook.com/groups/149564361886529
",13000.0
Genealogy Research Assistance,"http://www.facebook.com/groups/1559717927680523
",1700.0
Identify a place or person in an old painting,"http://www.facebook.com/groups/558805690944778
",0.0
Missing branches genealogy help,"http://www.facebook.com/groups/823508131122570
",2100.0
Random Acts of Genealogical Kindness - RAOGK Australia,"http://www.facebook.com/groups/169770909883489
",0.0
Random Acts of Genealogical Kindness - RAoGK Canada,"http://www.facebook.com/groups/550505461758626
",0.0
Random Acts Of Genealogical Kindness - RAOGK - Canary Islands,"http://www.facebook.com/groups/1594963000731296
",0.0
Random Acts of Genealogical Kindness - RAOGK International,"http://www.facebook.com/groups/raogkinternational
",5900.0
Random Acts Of Genealogical Kindness RAOGK -  Italy & Sicily,"http://www.facebook.com/groups/279810705551716
",0.0
Random Acts Of Genealogical Kindness RAOGK - Philippines,"http://www.facebook.com/groups/1514539972127424
",0.0
Random Acts of Photo Restoration,"http://www.facebook.com/groups/916705811676270
",38800.0
"Random Acts Of Genealogical Kindness RAOGK - UK(England, Ireland, Scotland)","http://www.facebook.com/groups/1493395487576225
",0.0
"Random Acts Of Genealogical Kindness RAOGK -  Louisiana, United States","http://www.facebook.com/groups/457898481015386
",0.0
"Random Acts of Genealogical Kindness RAOGK - Maryland, United States","http://www.facebook.com/groups/1520073214907849
",0.0
Random Acts of Genealogical Kindness-RAoGK Michigan,"http://www.facebook.com/groups/646482575453758
",0.0
"Random Acts Of Genealogical Kindness RAOGK - Pennsylvania, United States","http://www.facebook.com/groups/705994209485261
",0.0
"Random Acts Of Genealogical Kindness RAOGK - Virginia, United States","http://www.facebook.com/groups/1706608082897972
",0.0
Random Acts of Genealogical Kindness - RAOGK USA,"http://www.facebook.com/groups/raogkUSA
",38200.0
Random Acts of Genealogical Kindness (RAOGK),"http://www.facebook.com/groups/33868082803
",8800.0
RAOGK -Random acts of Genealogical KINDNESS,"http://www.facebook.com/groups/2389392314686118
",0.0
Random Genealogical Questions & Advice,"http://www.facebook.com/groups/742817639117528
",0.0
Ruth's Genealogy Society,"http://www.facebook.com/groups/516759401694757
",0.0
Search Squad,"http://www.facebook.com/groups/searchelpers
",112800.0
Transcription Projects for Genealogy ETC,"http://www.facebook.com/groups/1486727531573944
",0.0
Your Genealogy Brick Walls,"http://www.facebook.com/groups/468273956632618
",22700.0
Fellowship of Brethren Genealogists,"http://www.facebook.com/groups/61371092040
",0.0
Church Genealogy! Just Ask!,"http://www.facebook.com/groups/ChurchGenealogyJustAsk
",0.0
Field Genealogy,"http://www.facebook.com/groups/493465488268699
",0.0
Mennonite and Amish Genealogy 606,"http://www.facebook.com/groups/189095388578034
",1500.0
Mennonite Genealogy & History,"http://www.facebook.com/groups/647734078593966
",9700.0
"Mormon Handcart Companies, descendants, friends, interested parties","http://www.facebook.com/groups/284698901630790
",0.0
QUAKER GENEALOGY - Northeast & Midwest,"http://www.facebook.com/groups/205589836135089
",3300.0
Quaker Genealogy in early Colonial States,"http://www.facebook.com/groups/1721497018086815
",2000.0
QUAKER GENEALOGY - Northeast & Midwest,"http://www.facebook.com/groups/205589836135089
",3300.0
The Quaker Quest,"http://www.facebook.com/groups/1549545411951923
",1100.0
Early Quaker History and Genealogy,"http://www.facebook.com/groups/993344640737781
",2600.0
SA Historical & Philatelic Association,"http://www.facebook.com/groups/sahpa
",2200.0
Gruver-Souders UB/EUB Archives,"http://www.facebook.com/groups/477374525676006
",0.0
BLUE BLOOD,"http://www.facebook.com/groups/106537139404997
",1400.0
"British Royalty Past, Present and Future","http://www.facebook.com/groups/1473494189584023
",7000.0
"The complete peerage of England, Scotland, Ireland, Great Britain, and the","http://www.facebook.com/groups/1638264136400773
",0.0
THE    Cousins  OF   THE ROMANOVS,"http://www.facebook.com/groups/806993542656274
",2000.0
"Descendants of Charlemagne, Emperor, Holy Roman Empire, King of the Franks","http://www.facebook.com/groups/35214993826
",0.0
Descendants of Charlemagne,"http://www.facebook.com/groups/DescendantsofCharlemagne
",3900.0
Descendants of the Knights & Ladies of the Order of the Garter EST: 1348,"http://www.facebook.com/groups/361849174000695
",1100.0
Descendants of MacBeth (MacBheatha mac Fhionnlaigh) King of Scotland,"http://www.facebook.com/groups/285838101513390
",0.0
Descendants of Rollo the Viking aka 1st Duke of Normandy,"http://www.facebook.com/groups/107628630250
",2100.0
Descendants of John of Gaunt,"http://www.facebook.com/groups/142551732439212
",2400.0
European Royalty and History,"http://www.facebook.com/groups/261609233898859
",3300.0
Foundation for Medieval Genealogy,"http://www.facebook.com/groups/1587607891551436
",0.0
RICHARD III & The Plantagenets Only.,"http://www.facebook.com/groups/1380442302264267
",0.0
House of Plantagenet History & Genealogy,"http://www.facebook.com/groups/41546823396
",4400.0
THE IMPERIAL RUSSIAN SOCIETY,"http://www.facebook.com/groups/imperialrussia
",15300.0
"Irish, Welsh, and Scottish Royalty and History","http://www.facebook.com/groups/330667383627326
",8500.0
King Richard III & Wars of the Roses,"http://www.facebook.com/groups/489332354460249
",8300.0
Richard in Leicester,"http://www.facebook.com/groups/Richard.in.Leicester
",1200.0
MAGNA CARTA SURETIES AND KING JOHN DESCENDANTS (1215-2015),"http://www.facebook.com/groups/DescendantsoftheMagnaCartaSureties1215
",3100.0
Order of the Crown of Charlemagne (Public),"http://www.facebook.com/groups/OrderoftheCrown
",2900.0
Royal Stewart and Stuart Autosomal DNA,"http://www.facebook.com/groups/RoyalStewartandStuartAutosomalDNA
",1100.0
Royalty & Nobility Lines,"http://www.facebook.com/groups/727385357599536
",1800.0
THE SPLENDOR OF THE ROYALS,"http://www.facebook.com/groups/splendorroyal
",16100.000000000002
The Victorians  1837 --1901,"http://www.facebook.com/groups/456909207665787
",6800.0
Genealogy Scan Along,"http://www.facebook.com/groups/genealogyscanalong
",0.0
Sunday ScanDay,"http://www.facebook.com/groups/SundayScanday
",0.0
Galleon & other historical ship types,"http://www.facebook.com/groups/historical.ships
",0.0
The German & Italian Liners,"http://www.facebook.com/groups/Germanliners
",2400.0
GREAT LAKES SHIPWRECKS and HISTORY,"http://www.facebook.com/groups/143682629670723
",0.0
Historic Ship Geek,"http://www.facebook.com/groups/historicshipgeek
",1900.0
"Historic Ships, Boats and Submarines","http://www.facebook.com/groups/44016552176
",3600.0
History of RMS Olympic,"http://www.facebook.com/groups/123564741023043
",3600.0
History of Shipwrecks,"http://www.facebook.com/groups/852427064787812
",2000.0
Lovers of Historic Ships,"http://www.facebook.com/groups/1016305828428794
",2100.0
Simplon Ship Postcards,"http://www.facebook.com/groups/120262444662963
",0.0
Evernote Genealogists,"http://www.facebook.com/groups/evernotegenealogists
",5500.0
Evernote Tips - Use Evernote Effectively,"http://www.facebook.com/groups/EvernoteTips
",2200.0
Evidentia Users Group,"http://www.facebook.com/groups/EvidentiaUsers
",0.0
Family Historian Users Group,"http://www.facebook.com/groups/FHusers
",0.0
Family Tree Maker® Users,"http://www.facebook.com/groups/FamilyTreeMakerUsers
",25000.0
Family Tree Maker,"http://www.facebook.com/groups/188753991174368
",4300.0
"Family Tree Maker® - Mac Version, User Group","http://www.facebook.com/groups/727877260677840
",3300.0
GRAMPS for Genealogists,"http://www.facebook.com/groups/370692133138445
",0.0
Legacy User Group,"http://www.facebook.com/groups/LegacyUserGroup
",25800.0
MacFamilyTree Users,"http://www.facebook.com/groups/MacFamilyTree
",1400.0
MyHeritage Users Group,"http://www.facebook.com/groups/myheritageusersgroup
",16900.0
OneNote for Genealogy,"http://www.facebook.com/groups/OneNoteGenealogy
",3800.0
Reunion Software Users' Group,"http://www.facebook.com/groups/861623930555846
",0.0
RootsMagic Users,"http://www.facebook.com/groups/RootsMagicUsers
",24600.0
Scrivener for Genealogists,"http://www.facebook.com/groups/587581684645431
",1100.0
Scrivener Ninjas ⚔️,"http://www.facebook.com/groups/280130672195319
",2000.0
Scrivener users,"http://www.facebook.com/groups/463927253627424
",14900.0
Software & Websites Genealogy! Just Ask!,"http://www.facebook.com/groups/SoftwareWebsitesGenealogyJustAsk
",0.0
The Master Genealogist,"http://www.facebook.com/groups/themastergenealogist
",0.0
The Next Generation of Genealogy Sitebuilding,"http://www.facebook.com/groups/54461318571
",1200.0
The English Surname Registry (Countries of England & Wales),"http://www.facebook.com/groups/englishsurnameregistry
",1600.0
Guild of One-Name Studies,"http://www.facebook.com/groups/GuildOneName
",0.0
GOONS Blog Challenge 2020,"http://www.facebook.com/groups/GOONSBlogChallenge
",0.0
The IRISH SURNAME REGISTRY,"http://www.facebook.com/groups/TheIrishSurnameRegistry
",29800.0
Jewish Genealogy Surname Project,"http://www.facebook.com/groups/1609914609245515
",10800.0
THE SCOTTISH SURNAME REGISTRY Plus the  DNA Family Finder Database,"http://www.facebook.com/groups/TheScottishSurnameRegistry
",20200.0
SICILIAN ANCESTOR SURNAMES AND WHERE THEY'RE FROM,"http://www.facebook.com/groups/1565570073697027
",11600.0
Family History in Suffolk ..... The Suffolk Surname List,"http://www.facebook.com/groups/suffolksurnamelist
",3400.0
Surname distribution maps,"http://www.facebook.com/groups/467543026597487
",3500.0
Surname Society,"http://www.facebook.com/groups/surname.society
",0.0
Surname Society - Public,"http://www.facebook.com/groups/905667519498834
",0.0
Day Family History,"http://www.facebook.com/groups/293096287492874
",0.0
The Ackley Clan,"http://www.facebook.com/groups/45732894690
",0.0
Ackley Homestead Project AHP,"http://www.facebook.com/groups/304703702975250
",0.0
"Acree Family History, Genealogy & DNA Project","http://www.facebook.com/groups/127480870350
",1000.0
Adams Family of North Georgia Genealogy,"http://www.facebook.com/groups/254407648442291
",0.0
Descendants of Delsie Adams and Allen Burette Johnson,"http://www.facebook.com/groups/398504010255039
",0.0
Adams Family Association,"http://www.facebook.com/groups/310774225663058
",0.0
Adamsons in Angus (Forfarshire) Scotland,"http://www.facebook.com/groups/angusadamsons
",0.0
Adamson Family Connections,"http://www.facebook.com/groups/AdamsonFamilyConnections
",0.0
Barton and Sisson Family History,"http://www.facebook.com/groups/492015234270902
",0.0
Adkins Family History Group,"http://www.facebook.com/groups/490112571109734
",2700.0
Aiken,"http://www.facebook.com/groups/Aiken.Lineage
",0.0
Ainsworth-Name Family Genealogy Forum,"http://www.facebook.com/groups/279374413207
",0.0
Alden connect,"http://www.facebook.com/groups/1422919751311602
",0.0
Aleman of Texas Genealogy Group,"http://www.facebook.com/groups/1546020825659050
",0.0
ALLEN Genealogy of New England,"http://www.facebook.com/groups/1551022495211871
",0.0
Allanby Family of Tasmania,"http://www.facebook.com/groups/135007789889452
",0.0
Allard Family History Research,"http://www.facebook.com/groups/141292005902383
",0.0
Allen Genealogy,"http://www.facebook.com/groups/5834838723
",0.0
ALLEN Genealogy of New England,"http://www.facebook.com/groups/1551022495211871
",0.0
Descendants of David & Hessie Allen,"http://www.facebook.com/groups/238283197557107
",0.0
Descendants of James Mosher and Lydia Allen,"http://www.facebook.com/groups/178020422830184
",0.0
ALLEN Genealogy of New England,"http://www.facebook.com/groups/1551022495211871
",0.0
Allred Family Organization,"http://www.facebook.com/groups/251626831520359
",1500.0
ALLEN Genealogy of New England,"http://www.facebook.com/groups/1551022495211871
",0.0
Descendants of Rosa Senda Allen,"http://www.facebook.com/groups/624562757708988
",0.0
"Genealogy - Alsup, Brantley, Edmonds, Farrow, Sanders, Tomlinson","http://www.facebook.com/groups/190768870960638
",0.0
Altizer Family - Descendants of Emera Altizer,"http://www.facebook.com/groups/Altizer
",0.0
Maisel/Amhowitz/Angowitz/Morosohk Relatives,"http://www.facebook.com/groups/50214484615
",0.0
Ancel/Ansell/Hancel/Hancle/Hansel/Hansell/Hansil/Hansill Family (Jamaica),"http://www.facebook.com/groups/245754638868605
",0.0
Anderson DNA Project,"http://www.facebook.com/groups/andersondnaproject
",0.0
Anderson Family Photo History Group,"http://www.facebook.com/groups/434009859999455
",0.0
Anderson Genealogy - Jamaica,"http://www.facebook.com/groups/503335276385410
",0.0
Descendants of Israel and Amanda Anderson.,"http://www.facebook.com/groups/1465000060383646
",0.0
Milo Andrus Descendants,"http://www.facebook.com/groups/miloandrus
",0.0
Maisel/Amhowitz/Angowitz/Morosohk Relatives,"http://www.facebook.com/groups/50214484615
",0.0
"ORMSBY, ORMSBEY, HORNSBY, ANSBY, ROSE, MCCORMACK, SIMMS, GENEALOGY GROUP","http://www.facebook.com/groups/377566775709610
",0.0
Pettis Generations,"http://www.facebook.com/groups/174980989214096
",0.0
Antrims of America,"http://www.facebook.com/groups/894194270634347
",0.0
Apfel Family Genealogy and History,"http://www.facebook.com/groups/173237246121840
",0.0
APGAR  APKER  APGER  Family  Lineage/Genealogy,"http://www.facebook.com/groups/49384587545
",0.0
ARANETA FAMILY GENEALOGY,"http://www.facebook.com/groups/araneta.geo
",2400.0
Cortum--Archer--Cornell--Morrow Genealogy Group,"http://www.facebook.com/groups/1826149544325541
",0.0
THE ARNETT  HISTORY,"http://www.facebook.com/groups/1014054228637753
",0.0
"ARNOLD, New England Lineages","http://www.facebook.com/groups/1195285940492263
",0.0
Arrington Family Genealogy (Texas),"http://www.facebook.com/groups/779035635483126
",0.0
"Brooks-Arrington-Wilfong-Layfield Genealogy in PA, MD, VA & W. VA","http://www.facebook.com/groups/HavingaBAWL
",0.0
Chester Alan Arthur and Alice Rose Neice Descendants,"http://www.facebook.com/groups/171915222855900
",0.0
Nikitie-Arthur-Lester-Skaggs and related families,"http://www.facebook.com/groups/421660321283713
",0.0
Ashby's Descendants,"http://www.facebook.com/groups/943466775721998
",0.0
Ashton Family Tree and Geneology Page,"http://www.facebook.com/groups/AshtonG2G
",0.0
Asmus Cousins-(Adam) Volga Germans,"http://www.facebook.com/groups/100130143890498
",0.0
Astill DNA Project - Unofficial,"http://www.facebook.com/groups/ThomasAstillDNA
",0.0
Atherton One-Name Study,"http://www.facebook.com/groups/62578888453
",0.0
Atwood Genealogy,"http://www.facebook.com/groups/53424347022
",0.0
AUSTRIA CLAN (Domingo and Aida Austria Genealogy),"http://www.facebook.com/groups/161987737199101
",0.0
"Crawford, Hall, and Autry Family Tree Genealogy","http://www.facebook.com/groups/237865749644370
",0.0
Auxier Family,"http://www.facebook.com/groups/Auxier
",0.0
Avery Memorial Association,"http://www.facebook.com/groups/126498193216
",0.0
Axenty - Ungurean Family History Group,"http://www.facebook.com/groups/193687654041958
",0.0
Bachand Genealogy,"http://www.facebook.com/groups/63861887584
",0.0
Bailey Family,"http://www.facebook.com/groups/249357571804617
",0.0
Betts Genealogy - Pa & Beyond,"http://www.facebook.com/groups/1389893917918047
",0.0
The Bailey clan....John Abbots' family,"http://www.facebook.com/groups/13463485938
",0.0
The Baker Cousins Family History Group,"http://www.facebook.com/groups/634384826590776
",0.0
Belk Family Gathering Place,"http://www.facebook.com/groups/425657034298523
",0.0
Bennett Family History Group (John P Bennett & Descendants),"http://www.facebook.com/groups/415318099268072
",0.0
Descendants of John Americus Baker,"http://www.facebook.com/groups/254240424601651
",0.0
The Baker Family Tree,"http://www.facebook.com/groups/thebakerfamilytree
",0.0
"Williamson, Mingoes, Campbell, Balfour, Graham, Walters (St. Ann)","http://www.facebook.com/groups/williamsonandbeyond
",0.0
Ballard Family History and Genealogy,"http://www.facebook.com/groups/183355574315
",1200.0
Ballard Family History,"http://www.facebook.com/groups/BallardHistory
",0.0
Hoach/Ballard/ Bradley/Hall Family History,"http://www.facebook.com/groups/115996331891398
",0.0
BANKS GENEALOGY,"http://www.facebook.com/groups/176870025828749
",0.0
"Barbin DeBellevue descendants of Avoyelles Parish, Louisiana","http://www.facebook.com/groups/Barbin.DeBellevue
",0.0
"Genealogy of Barfield, Boone, Bryan, Morgan, and Sapp","http://www.facebook.com/groups/2184265081646020
",0.0
Barheit Genealogy,"http://www.facebook.com/groups/Barheit/
",0.0
Israel Barlow Family Association,"http://www.facebook.com/groups/israelbarlowfamilyassociation
",0.0
Barncard / Barncord  Family History,"http://www.facebook.com/groups/23371014884
",0.0
Barnes Genealogy,"http://www.facebook.com/groups/BarnesGenResearch
",0.0
Coleman and Essie Mae Barnes Descendants,"http://www.facebook.com/groups/1540027062878820
",0.0
Family Genealogy Project,"http://www.facebook.com/groups/Mikesuley
",0.0
The Barra Family Tree Page,"http://www.facebook.com/groups/457477214324569
",0.0
Barrett and White Family History,"http://www.facebook.com/groups/421593784619267
",0.0
Barrett DNA & Genealogy Group,"http://www.facebook.com/groups/100496454097424
",0.0
Barta Genealogy of Bohemian decent,"http://www.facebook.com/groups/29389890737
",0.0
Descendants of David Bartel & Elizabeth Janzen,"http://www.facebook.com/groups/4916139373
",0.0
Barton Historical & Genealogical Society Group,"http://www.facebook.com/groups/89460933957
",0.0
Barton and Sisson Family History,"http://www.facebook.com/groups/492015234270902
",0.0
"Basey Family Genealogy:  Berkeley County WV/VA and Jefferson County, WV/VA","http://www.facebook.com/groups/363501720475095
",0.0
Batchelor Family and Genealogy (Jamaica),"http://www.facebook.com/groups/238113612920608
",0.0
Bates Family Descendants,"http://www.facebook.com/groups/225019907536344
",0.0
BAUSCH/BUELOW Family Genealogy,"http://www.facebook.com/groups/BauschBuelowfamilygenealogy
",0.0
Descendants of Gen. Jacob Bayley,"http://www.facebook.com/groups/23786746368
",0.0
Descendants of Yvonne Beaudry (Vaudry) from Espanola,"http://www.facebook.com/groups/105392830079
",0.0
The Beaufort Family,"http://www.facebook.com/groups/129950717036986
",0.0
Böckenhauer Connection+Familytree,"http://www.facebook.com/groups/167292658381
",0.0
Beckford Family of Jamaica,"http://www.facebook.com/groups/243686672413105
",0.0
"Beckfords of Bath Mountain-Westmoreland, Jamaica","http://www.facebook.com/groups/bathmountain.beckfords
",0.0
Beckstead Genealogy,"http://www.facebook.com/groups/421628137976885
",0.0
Beyeler Genealogy,"http://www.facebook.com/groups/309515932550167
",0.0
Beyeler Genealogy,"http://www.facebook.com/groups/309515932550167
",0.0
The Captivating Clay Family History,"http://www.facebook.com/groups/callingallclays
",0.0
Belk Family Gathering Place,"http://www.facebook.com/groups/425657034298523
",0.0
The History of the Bellamy Family,"http://www.facebook.com/groups/59819242535
",0.0
Grandchildren of William Benedict Sr.,"http://www.facebook.com/groups/391682977623878
",0.0
Descendants of David Orton Knight and Olivia (Ollie) Bennett Knight,"http://www.facebook.com/groups/452009045172620
",0.0
The Bennett Genealogy Trace,"http://www.facebook.com/groups/1528179660794951
",0.0
Bennett Genealogy,"http://www.facebook.com/groups/191086760953132
",0.0
Bennett Family History Group (John P Bennett & Descendants),"http://www.facebook.com/groups/415318099268072
",0.0
Benrud Family,"http://www.facebook.com/groups/57054803449
",0.0
Benson Family Bristol - Salisbury Genealogy,"http://www.facebook.com/groups/423260341036244
",0.0
Benson Family Newfoundland Genealogy,"http://www.facebook.com/groups/bensonsofgratescove
",0.0
BENT CONNECT,"http://www.facebook.com/groups/187785707982113
",0.0
Benton Genealogy Group,"http://www.facebook.com/groups/bentongenealogy
",0.0
"The Falconers, Bents and Johnsons of St. Elizabeth., Jamaica","http://www.facebook.com/groups/173359096169334
",0.0
Descendants of William Berry - Strawbery Banke and Sandy Beach NH,"http://www.facebook.com/groups/460907980677056
",0.0
Anthony Bessey Descendants,"http://www.facebook.com/groups/671004096644359
",0.0
Bettinger Family DNA Project,"http://www.facebook.com/groups/59212202085
",0.0
Betts Genealogy - Pa & Beyond,"http://www.facebook.com/groups/1389893917918047
",0.0
Böckenhauer Connection+Familytree,"http://www.facebook.com/groups/167292658381
",0.0
The Beaver Clan,"http://www.facebook.com/groups/470862133046722
",0.0
Beyeler Genealogy,"http://www.facebook.com/groups/309515932550167
",0.0
BFTWA DNA MatchMaker,"http://www.facebook.com/groups/BFTWA.DNA
",0.0
Bidwell Genealogy Research,"http://www.facebook.com/groups/1554025931497563
",0.0
Beyeler Genealogy,"http://www.facebook.com/groups/309515932550167
",0.0
Bigley Family,"http://www.facebook.com/groups/386257494868061
",0.0
DeSoto Family History-Genealogy -Stories and Photos,"http://www.facebook.com/groups/691177534573185
",0.0
"Descendants of Samuel and Sarah Bingeman, Berks County, Pennsylvania","http://www.facebook.com/groups/357828657628524
",0.0
KELLOGG Genealogy,"http://www.facebook.com/groups/1608695316071385
",0.0
Bernhard Bischof Genealogy Group,"http://www.facebook.com/groups/172103642818547
",0.0
Bishop_BischoffResearch,"http://www.facebook.com/groups/Bishop.BischoffResearch
",0.0
Christopher Bishir (1759-1847) Descendants,"http://www.facebook.com/groups/242444197345
",0.0
Bishop Family History Group,"http://www.facebook.com/groups/231628236985862
",0.0
Bishop_BischoffResearch,"http://www.facebook.com/groups/Bishop.BischoffResearch
",0.0
"Black Family History ""The Northern California Clan""","http://www.facebook.com/groups/blackfamilyhistory
",0.0
Blackburn family blog,"http://www.facebook.com/groups/321574324563898
",0.0
Blackburn family,"http://www.facebook.com/groups/304412289585497
",0.0
Blair Genealogy (Jamaica),"http://www.facebook.com/groups/253874148001428
",0.0
Blakes Rule,"http://www.facebook.com/groups/45536071014
",0.0
"La Famille Blanchard, Inc.","http://www.facebook.com/groups/102415393175095
",0.0
Bland Genealogists,"http://www.facebook.com/groups/126070960788660
",0.0
Blanton Genealogy,"http://www.facebook.com/groups/BlantonGenealogy
",0.0
"Blinco, Blinko & Blencowe Genealogy, Family History & DNA","http://www.facebook.com/groups/339700899781238
",0.0
"Blinco, Blinko & Blencowe Genealogy, Family History & DNA","http://www.facebook.com/groups/339700899781238
",0.0
Bloom - Descendants of Wilhem Blum (Bloom),"http://www.facebook.com/groups/92494047546
",0.0
Böckenhauer Connection+Familytree,"http://www.facebook.com/groups/167292658381
",0.0
Boggs Family History Group,"http://www.facebook.com/groups/319657244804113
",0.0
Boggs Nation,"http://www.facebook.com/groups/boggsnation
",0.0
Bogue Family Genealogy Group,"http://www.facebook.com/groups/117016905032985
",0.0
Beyeler Genealogy,"http://www.facebook.com/groups/309515932550167
",0.0
Bolling/Bowling and All Spellings Family Genealogy,"http://www.facebook.com/groups/108228769279082
",1800.0
"Boltz, Puls, Pulse, Pults, Pultz Family Descendants","http://www.facebook.com/groups/124524644237643
",0.0
Bondurant Family Association,"http://www.facebook.com/groups/142740453048
",0.0
"Bonnette, Bonnett, Bonnet, Bonnet, Bonet - Discussion & Genealogy","http://www.facebook.com/groups/bonnette
",0.0
Bonnell Group,"http://www.facebook.com/groups/3708545085
",0.0
"Bonnette, Bonnett, Bonnet, Bonnet, Bonet - Discussion & Genealogy","http://www.facebook.com/groups/bonnette
",0.0
"Genealogy of Barfield, Boone, Bryan, Morgan, and Sapp","http://www.facebook.com/groups/2184265081646020
",0.0
"GREAT AMERICAN PIONEERS  Descendants of the Bryan(t), Boone and Bush Family","http://www.facebook.com/groups/1162410080448712
",0.0
Descendants of Daniel Boone,"http://www.facebook.com/groups/2204701801
",4000.0
Bordelon Family Members,"http://www.facebook.com/groups/44791524341
",0.0
Boren family Update,"http://www.facebook.com/groups/303733409755024
",0.0
"Boss, Nipp, Naescher, Schaefers Genealogy","http://www.facebook.com/groups/1833727393519462
",0.0
Bossier Family!!!,"http://www.facebook.com/groups/419960084723154
",0.0
Boston Family History,"http://www.facebook.com/groups/223393521390523
",0.0
"Hoosieroons: Genealogy of Rooney, Carter, Gilmore, Bott & related families","http://www.facebook.com/groups/Hoosieroonsite
",0.0
The Bouie Family,"http://www.facebook.com/groups/104440060987
",1300.0
Bouttier Généalogy,"http://www.facebook.com/groups/65051802700
",0.0
"Descendants of Alexander Bowe (Bow) of Middletown, CT","http://www.facebook.com/groups/AlexanderBoweDescendants
",0.0
Bowen Family History Group,"http://www.facebook.com/groups/388284874527668
",0.0
Bowen Family,"http://www.facebook.com/groups/2453984349
",2400.0
"Capt/Major/Colonel William R Bowen, Texas Patriot","http://www.facebook.com/groups/CaptWilliamRBowen
",0.0
Bowie Genealogy,"http://www.facebook.com/groups/150713198372383
",0.0
Bowie Genealogy,"http://www.facebook.com/groups/376464172416393
",0.0
Bolling/Bowling and All Spellings Family Genealogy,"http://www.facebook.com/groups/108228769279082
",1800.0
BOWNE Genealogy,"http://www.facebook.com/groups/768566029947659
",0.0
American Boyer Genealogy,"http://www.facebook.com/groups/1926198030938173
",0.0
"Bradley Family Genealogy,roots in Ireland","http://www.facebook.com/groups/59028144820
",0.0
Hoach/Ballard/ Bradley/Hall Family History,"http://www.facebook.com/groups/115996331891398
",0.0
BRADSHAW Genealogy (UK),"http://www.facebook.com/groups/bradshawancestors
",0.0
Bradshaw Genealogy,"http://www.facebook.com/groups/199553386754688
",0.0
"Morton, Maudlin, Stevenson, Bradshaw, Toyne, Harness, Smith, Firth Family","http://www.facebook.com/groups/891600260880006
",0.0
Descendants of Simon & Anne Dudley Bradstreet,"http://www.facebook.com/groups/40847005927
",0.0
BRADY DNA PROJECT,"http://www.facebook.com/groups/BradyDNAProject
",0.0
Brady Family,"http://www.facebook.com/groups/287785371324331
",0.0
"Genealogy - Alsup, Brantley, Edmonds, Farrow, Sanders, Tomlinson","http://www.facebook.com/groups/190768870960638
",0.0
The Brazzle Name In History,"http://www.facebook.com/groups/brazzlenameinhistory
",0.0
"Descendants of Abraham Breland of St. Peter's Parish in Beaufort, SC","http://www.facebook.com/groups/descendantsofabrahambreland
",0.0
"Family History of Breen, Carey. Lynch,, Kehoe, Jennings","http://www.facebook.com/groups/LINEHAN
",0.0
The Breese/Brees Genealogy Group,"http://www.facebook.com/groups/46853076919
",0.0
"Descendants of Abraham Breland of St. Peter's Parish in Beaufort, SC","http://www.facebook.com/groups/descendantsofabrahambreland
",0.0
Great-Grandchildren of Catherine and James Brennan,"http://www.facebook.com/groups/768910743177603
",0.0
Descendants of Elder William Brewster,"http://www.facebook.com/groups/46596709311
",2300.0
Bridgeman descendants of Patrick Bridgman and Bridget Moroney,"http://www.facebook.com/groups/Bridgeman
",0.0
Researching BRIDG(E)MAN/BRIGMAN/KILBRIDGE  worldwide,"http://www.facebook.com/groups/BrigmanBridgemanBridgman
",0.0
Researching BRIDG(E)MAN/BRIGMAN/KILBRIDGE  worldwide,"http://www.facebook.com/groups/BrigmanBridgemanBridgman
",0.0
Brimhall Family Group,"http://www.facebook.com/groups/115198565209259
",0.0
Brockman Family,"http://www.facebook.com/groups/57847384642
",0.0
BROOKS DNA PROJECT,"http://www.facebook.com/groups/brooksdnaproject
",0.0
"Brooks Family - Abbeville, SC","http://www.facebook.com/groups/203281346391817
",0.0
Brooks Family of Jamaica,"http://www.facebook.com/groups/572301449462548
",0.0
Frederick Smith Family Genealogy,"http://www.facebook.com/groups/1499114333674456
",0.0
Bryan DNA Gedmatch.com Kit Comparisons,"http://www.facebook.com/groups/1598784717013800
",0.0
Bryan DNA Gedmatch.com Kit Comparisons,"http://www.facebook.com/groups/1598784717013800
",0.0
Brooks Family Genealogy,"http://www.facebook.com/groups/60138585241
",0.0
"Brooks-Arrington-Wilfong-Layfield Genealogy in PA, MD, VA & W. VA","http://www.facebook.com/groups/HavingaBAWL
",0.0
Brosch Family,"http://www.facebook.com/groups/1530067540574947
",0.0
Columbia Hebert/Elisa Broussard Genealogy,"http://www.facebook.com/groups/1755103484764475
",0.0
BROWN Genealogy of New England & New York,"http://www.facebook.com/groups/1508686039457595
",0.0
Brown Family from St Ann Jamaica,"http://www.facebook.com/groups/49647065881
",0.0
Cruise and Foggy Family Genealogy,"http://www.facebook.com/groups/123664184333866
",0.0
